Time,ActivePower,WindSpeed,Theoretical_Power_Curve,WindDirection,Loss,month,Day,Hours,Minutes,mean_Direction,Direction
2018-02-02 00:00:00,3602.83,20.85,3600.0,200.74,-2.83,2,2,0,0,210,SSW
2018-02-02 00:10:00,3602.68,20.84,3600.0,199.82,-2.68,2,2,0,10,210,SSW
2018-02-02 00:20:00,3602.51,19.55,3600.0,195.72,-2.51,2,2,0,20,210,SSW
2018-02-02 00:30:00,3602.51,18.93,3600.0,195.17,-2.51,2,2,0,30,210,SSW
2018-02-02 00:40:00,3602.26,20.3,3600.0,197.76,-2.26,2,2,0,40,210,SSW
2018-02-02 00:50:00,3601.96,20.45,3600.0,193.75,-1.96,2,2,0,50,180,S
2018-02-02 01:00:00,3601.23,20.24,3600.0,193.31,-1.23,2,2,1,0,180,S
2018-02-02 01:10:00,3602.0,20.66,3600.0,194.22,-2.0,2,2,1,10,180,S
2018-02-02 01:20:00,3601.69,20.28,3600.0,192.88,-1.69,2,2,1,20,180,S
2018-02-02 01:30:00,3601.24,20.78,3600.0,195.31,-1.24,2,2,1,30,210,SSW
2018-02-02 01:40:00,3601.71,21.25,3600.0,193.79,-1.71,2,2,1,40,180,S
2018-02-02 01:50:00,3601.46,21.95,3600.0,191.81,-1.46,2,2,1,50,180,S
2018-02-02 02:00:00,3601.27,20.04,3600.0,189.97,-1.27,2,2,2,0,180,S
2018-02-02 02:10:00,3600.85,19.51,3600.0,191.3,-0.85,2,2,2,10,180,S
2018-02-02 02:20:00,3601.36,18.94,3600.0,191.62,-1.36,2,2,2,20,180,S
2018-02-02 02:30:00,3601.48,20.37,3600.0,187.94,-1.48,2,2,2,30,180,S
2018-02-02 02:40:00,3601.53,20.78,3600.0,189.43,-1.53,2,2,2,40,180,S
2018-02-02 02:50:00,3600.99,20.21,3600.0,190.02,-0.99,2,2,2,50,180,S
2018-02-02 03:00:00,3601.52,20.78,3600.0,190.43,-1.52,2,2,3,0,180,S
2018-02-02 03:10:00,3601.36,20.65,3600.0,188.08,-1.36,2,2,3,10,180,S
2018-02-02 03:20:00,3601.08,19.99,3600.0,190.08,-1.08,2,2,3,20,180,S
2018-02-02 03:30:00,3601.07,22.04,3600.0,189.45,-1.07,2,2,3,30,180,S
2018-02-02 03:40:00,3600.29,23.46,3600.0,186.47,-0.29,2,2,3,40,180,S
2018-02-02 03:50:00,3600.65,24.15,3600.0,186.66,-0.65,2,2,3,50,180,S
2018-02-02 04:00:00,3601.08,24.09,3600.0,184.1,-1.08,2,2,4,0,180,S
2018-02-02 04:10:00,3600.83,24.09,3600.0,182.31,-0.83,2,2,4,10,180,S
2018-02-02 04:20:00,3600.62,24.1,3600.0,184.9,-0.62,2,2,4,20,180,S
2018-02-02 04:30:00,3601.1,23.08,3600.0,187.59,-1.1,2,2,4,30,180,S
2018-02-02 04:40:00,3601.07,23.69,3600.0,188.88,-1.07,2,2,4,40,180,S
2018-02-02 04:50:00,3601.29,23.43,3600.0,191.22,-1.29,2,2,4,50,180,S
2018-02-02 05:00:00,3600.9,22.18,3600.0,190.38,-0.9,2,2,5,0,180,S
2018-02-02 05:10:00,3601.49,21.98,3600.0,190.68,-1.49,2,2,5,10,180,S
2018-02-02 05:20:00,3601.37,22.16,3600.0,189.8,-1.37,2,2,5,20,180,S
2018-02-02 05:30:00,3601.51,21.27,3600.0,190.48,-1.51,2,2,5,30,180,S
2018-02-02 05:40:00,3601.59,20.87,3600.0,191.17,-1.59,2,2,5,40,180,S
2018-02-02 05:50:00,3602.05,20.6,3600.0,191.23,-2.05,2,2,5,50,180,S
2018-02-02 06:00:00,3601.75,20.18,3600.0,189.76,-1.75,2,2,6,0,180,S
2018-02-02 06:10:00,3601.74,19.61,3600.0,190.98,-1.74,2,2,6,10,180,S
2018-02-02 06:20:00,3602.0,18.17,3600.0,190.85,-2.0,2,2,6,20,180,S
2018-02-02 06:30:00,3602.21,18.3,3600.0,190.76,-2.21,2,2,6,30,180,S
2018-02-02 06:40:00,3601.71,18.83,3600.0,189.96,-1.71,2,2,6,40,180,S
2018-02-02 06:50:00,3601.99,18.48,3600.0,190.17,-1.99,2,2,6,50,180,S
2018-02-02 07:00:00,3601.29,20.4,3600.0,188.43,-1.29,2,2,7,0,180,S
2018-02-02 07:10:00,3601.46,19.6,3600.0,188.81,-1.46,2,2,7,10,180,S
2018-02-02 07:20:00,3601.52,20.18,3600.0,191.7,-1.52,2,2,7,20,180,S
2018-02-02 07:30:00,3601.55,20.76,3600.0,191.32,-1.55,2,2,7,30,180,S
2018-02-02 07:40:00,3601.9,20.67,3600.0,191.21,-1.9,2,2,7,40,180,S
2018-02-02 07:50:00,3601.77,18.97,3600.0,189.94,-1.77,2,2,7,50,180,S
2018-02-02 08:00:00,3601.59,17.96,3600.0,192.7,-1.59,2,2,8,0,180,S
2018-02-02 08:10:00,3601.67,18.23,3600.0,194.74,-1.67,2,2,8,10,180,S
2018-02-02 08:20:00,3602.15,18.09,3600.0,194.49,-2.15,2,2,8,20,180,S
2018-02-02 08:30:00,3602.18,18.45,3600.0,194.43,-2.18,2,2,8,30,180,S
2018-02-02 08:40:00,3602.1,18.33,3600.0,194.39,-2.1,2,2,8,40,180,S
2018-02-02 08:50:00,3601.66,18.39,3600.0,194.73,-1.66,2,2,8,50,180,S
2018-02-02 09:00:00,3602.27,17.27,3600.0,196.69,-2.27,2,2,9,0,210,SSW
2018-02-02 09:10:00,3602.26,17.85,3600.0,196.74,-2.26,2,2,9,10,210,SSW
2018-02-02 09:20:00,3601.89,17.69,3600.0,194.1,-1.89,2,2,9,20,180,S
2018-02-02 09:30:00,2296.66,17.45,3600.0,195.0,1303.34,2,2,9,30,210,SSW
2018-02-02 09:40:00,0.0,17.34,3600.0,197.84,3600.0,2,2,9,40,210,SSW
2018-02-02 09:50:00,0.0,17.67,3600.0,197.1,3600.0,2,2,9,50,210,SSW
2018-02-02 10:00:00,2623.88,18.33,3600.0,192.57,976.12,2,2,10,0,180,S
2018-02-02 10:10:00,3601.58,18.83,3600.0,189.56,-1.58,2,2,10,10,180,S
2018-02-02 10:20:00,3601.58,18.4,3600.0,189.19,-1.58,2,2,10,20,180,S
2018-02-02 10:30:00,3601.55,19.46,3600.0,188.99,-1.55,2,2,10,30,180,S
2018-02-02 10:40:00,3601.11,20.62,3600.0,191.97,-1.11,2,2,10,40,180,S
2018-02-02 10:50:00,3601.58,21.29,3600.0,192.87,-1.58,2,2,10,50,180,S
2018-02-02 11:00:00,3601.83,19.6,3600.0,191.6,-1.83,2,2,11,0,180,S
2018-02-02 11:10:00,3601.86,18.57,3600.0,192.2,-1.86,2,2,11,10,180,S
2018-02-02 11:20:00,3602.38,17.73,3600.0,193.41,-2.38,2,2,11,20,180,S
2018-02-02 11:30:00,3602.25,17.34,3600.0,193.77,-2.25,2,2,11,30,180,S
2018-02-02 11:40:00,3602.07,18.34,3600.0,197.12,-2.07,2,2,11,40,210,SSW
2018-02-02 11:50:00,3602.33,18.57,3600.0,198.07,-2.33,2,2,11,50,210,SSW
2018-02-02 12:00:00,3601.78,18.56,3600.0,199.86,-1.78,2,2,12,0,210,SSW
2018-02-02 12:10:00,3602.21,18.87,3600.0,197.45,-2.21,2,2,12,10,210,SSW
2018-02-02 12:20:00,3602.22,18.75,3600.0,196.8,-2.22,2,2,12,20,210,SSW
2018-02-02 12:30:00,3601.73,19.44,3600.0,195.33,-1.73,2,2,12,30,210,SSW
2018-02-02 12:40:00,3601.55,19.83,3600.0,195.81,-1.55,2,2,12,40,210,SSW
2018-02-02 12:50:00,3601.5,19.57,3600.0,195.55,-1.5,2,2,12,50,210,SSW
2018-02-02 13:00:00,3602.34,19.78,3600.0,195.99,-2.34,2,2,13,0,210,SSW
2018-02-02 13:10:00,3601.85,17.91,3600.0,193.69,-1.85,2,2,13,10,180,S
2018-02-02 13:20:00,3602.52,17.15,3600.0,191.63,-2.52,2,2,13,20,180,S
2018-02-02 13:30:00,3598.98,15.43,3600.0,197.15,1.02,2,2,13,30,210,SSW
2018-02-02 13:40:00,3602.58,16.02,3600.0,195.91,-2.58,2,2,13,40,210,SSW
2018-02-02 13:50:00,3602.51,15.95,3600.0,199.38,-2.51,2,2,13,50,210,SSW
2018-02-02 14:00:00,3602.72,14.96,3600.0,199.79,-2.72,2,2,14,0,210,SSW
2018-02-02 14:10:00,3602.71,14.64,3600.0,198.36,-2.71,2,2,14,10,210,SSW
2018-02-02 14:20:00,3602.39,15.75,3600.0,199.17,-2.39,2,2,14,20,210,SSW
2018-02-02 14:30:00,3602.3,17.29,3600.0,198.78,-2.3,2,2,14,30,210,SSW
2018-02-02 14:40:00,3602.18,16.86,3600.0,200.82,-2.18,2,2,14,40,210,SSW
2018-02-02 14:50:00,3602.64,15.86,3600.0,199.33,-2.64,2,2,14,50,210,SSW
2018-02-02 15:00:00,3602.36,17.58,3600.0,199.84,-2.36,2,2,15,0,210,SSW
2018-02-02 15:10:00,3602.12,16.88,3600.0,198.09,-2.12,2,2,15,10,210,SSW
2018-02-02 15:20:00,3602.07,17.97,3600.0,200.07,-2.07,2,2,15,20,210,SSW
2018-02-02 15:30:00,3602.44,18.41,3600.0,203.13,-2.44,2,2,15,30,210,SSW
2018-02-02 15:40:00,3602.58,18.48,3600.0,202.44,-2.58,2,2,15,40,210,SSW
2018-02-02 15:50:00,3602.36,18.44,3600.0,203.86,-2.36,2,2,15,50,210,SSW
2018-02-02 16:00:00,3602.13,17.33,3600.0,203.1,-2.13,2,2,16,0,210,SSW
2018-02-02 16:10:00,3602.72,17.09,3600.0,201.39,-2.72,2,2,16,10,210,SSW
2018-02-02 16:20:00,3602.81,18.67,3600.0,201.92,-2.81,2,2,16,20,210,SSW
2018-02-02 16:30:00,3602.66,18.12,3600.0,201.47,-2.66,2,2,16,30,210,SSW
2018-02-02 16:40:00,3602.79,17.05,3600.0,203.3,-2.79,2,2,16,40,210,SSW
2018-02-02 16:50:00,3602.87,16.52,3600.0,201.5,-2.87,2,2,16,50,210,SSW
2018-02-02 17:00:00,3602.98,16.19,3600.0,200.25,-2.98,2,2,17,0,210,SSW
2018-02-02 17:10:00,3602.68,16.05,3600.0,202.81,-2.68,2,2,17,10,210,SSW
2018-02-02 17:20:00,3601.7,15.9,3600.0,203.38,-1.7,2,2,17,20,210,SSW
2018-02-02 17:30:00,3602.78,15.96,3600.0,205.2,-2.78,2,2,17,30,210,SSW
2018-02-02 17:40:00,3602.98,15.53,3600.0,204.22,-2.98,2,2,17,40,210,SSW
2018-02-02 17:50:00,3602.8,15.73,3600.0,202.83,-2.8,2,2,17,50,210,SSW
2018-02-02 18:00:00,3588.5,15.24,3600.0,203.2,11.5,2,2,18,0,210,SSW
2018-02-02 18:10:00,3494.37,14.21,3600.0,202.16,105.63,2,2,18,10,210,SSW
2018-02-02 18:20:00,3471.02,14.34,3600.0,200.66,128.98,2,2,18,20,210,SSW
2018-02-02 18:30:00,3462.14,15.72,3600.0,201.61,137.86,2,2,18,30,210,SSW
2018-02-02 18:40:00,3467.08,16.32,3600.0,201.72,132.92,2,2,18,40,210,SSW
2018-02-02 18:50:00,3548.89,17.6,3600.0,200.88,51.11,2,2,18,50,210,SSW
2018-02-02 19:00:00,3603.06,17.5,3600.0,202.45,-3.06,2,2,19,0,210,SSW
2018-02-02 19:10:00,3603.05,17.88,3600.0,203.88,-3.05,2,2,19,10,210,SSW
2018-02-02 19:20:00,3603.1,16.6,3600.0,201.29,-3.1,2,2,19,20,210,SSW
2018-02-02 19:30:00,3602.89,15.76,3600.0,201.9,-2.89,2,2,19,30,210,SSW
2018-02-02 19:40:00,3602.9,16.21,3600.0,205.26,-2.9,2,2,19,40,210,SSW
2018-02-02 19:50:00,3603.08,15.68,3600.0,204.46,-3.08,2,2,19,50,210,SSW
2018-02-02 20:00:00,3603.1,16.39,3600.0,207.47,-3.1,2,2,20,0,210,SSW
2018-02-02 20:10:00,3603.08,17.95,3600.0,210.72,-3.08,2,2,20,10,210,SSW
2018-02-02 20:20:00,3602.72,17.59,3600.0,207.32,-2.72,2,2,20,20,210,SSW
2018-02-02 20:30:00,3602.71,16.44,3600.0,205.49,-2.71,2,2,20,30,210,SSW
2018-02-02 20:40:00,3602.71,17.03,3600.0,207.67,-2.71,2,2,20,40,210,SSW
2018-02-02 20:50:00,3602.43,18.04,3600.0,209.49,-2.43,2,2,20,50,210,SSW
2018-02-02 21:00:00,3602.68,16.0,3600.0,204.85,-2.68,2,2,21,0,210,SSW
2018-02-02 21:10:00,3602.66,16.66,3600.0,208.38,-2.66,2,2,21,10,210,SSW
2018-02-02 21:20:00,3602.56,18.84,3600.0,209.54,-2.56,2,2,21,20,210,SSW
2018-02-02 21:30:00,3602.8,19.79,3600.0,208.88,-2.8,2,2,21,30,210,SSW
2018-02-02 21:40:00,3602.8,19.07,3600.0,208.4,-2.8,2,2,21,40,210,SSW
2018-02-02 21:50:00,3603.16,17.31,3600.0,204.82,-3.16,2,2,21,50,210,SSW
2018-02-02 22:00:00,3603.15,17.11,3600.0,198.66,-3.15,2,2,22,0,210,SSW
2018-02-02 22:10:00,3602.95,17.05,3600.0,200.28,-2.95,2,2,22,10,210,SSW
2018-02-02 22:20:00,3603.08,16.59,3600.0,202.03,-3.08,2,2,22,20,210,SSW
2018-02-02 22:30:00,3602.71,17.03,3600.0,200.42,-2.71,2,2,22,30,210,SSW
2018-02-02 22:40:00,3602.94,17.27,3600.0,199.59,-2.94,2,2,22,40,210,SSW
2018-02-02 22:50:00,3602.47,16.34,3600.0,191.92,-2.47,2,2,22,50,180,S
2018-02-02 23:00:00,3602.61,17.36,3600.0,192.14,-2.61,2,2,23,0,180,S
2018-02-02 23:10:00,3602.63,16.83,3600.0,194.76,-2.63,2,2,23,10,180,S
2018-02-02 23:20:00,3602.7,17.14,3600.0,196.93,-2.7,2,2,23,20,210,SSW
2018-02-02 23:30:00,3602.58,17.14,3600.0,196.46,-2.58,2,2,23,30,210,SSW
2018-02-02 23:40:00,3602.28,16.58,3600.0,195.59,-2.28,2,2,23,40,210,SSW
2018-02-02 23:50:00,3602.59,16.4,3600.0,193.21,-2.59,2,2,23,50,180,S
2018-02-03 00:00:00,3602.36,17.61,3600.0,196.58,-2.36,2,3,0,0,210,SSW
2018-02-03 00:10:00,3602.55,17.52,3600.0,196.78,-2.55,2,3,0,10,210,SSW
2018-02-03 00:20:00,3602.63,16.35,3600.0,193.88,-2.63,2,3,0,20,180,S
2018-02-03 00:30:00,3602.98,16.07,3600.0,190.77,-2.98,2,3,0,30,180,S
2018-02-03 00:40:00,3602.63,16.12,3600.0,189.56,-2.63,2,3,0,40,180,S
2018-02-03 00:50:00,3602.42,15.93,3600.0,191.78,-2.42,2,3,0,50,180,S
2018-02-03 01:00:00,3602.8,15.86,3600.0,195.43,-2.8,2,3,1,0,210,SSW
2018-02-03 01:10:00,3602.33,16.36,3600.0,192.57,-2.33,2,3,1,10,180,S
2018-02-03 01:20:00,3602.71,17.29,3600.0,191.48,-2.71,2,3,1,20,180,S
2018-02-03 01:30:00,3602.53,17.07,3600.0,188.63,-2.53,2,3,1,30,180,S
2018-02-03 01:40:00,3602.16,17.53,3600.0,187.46,-2.16,2,3,1,40,180,S
2018-02-03 01:50:00,3602.17,18.23,3600.0,189.87,-2.17,2,3,1,50,180,S
2018-02-03 02:00:00,3602.73,17.47,3600.0,189.88,-2.73,2,3,2,0,180,S
2018-02-03 02:10:00,3602.76,18.57,3600.0,192.43,-2.76,2,3,2,10,180,S
2018-02-03 02:20:00,3602.63,19.46,3600.0,192.65,-2.63,2,3,2,20,180,S
2018-02-03 02:30:00,3602.49,18.22,3600.0,194.01,-2.49,2,3,2,30,180,S
2018-02-03 02:40:00,3602.43,18.9,3600.0,192.41,-2.43,2,3,2,40,180,S
2018-02-03 02:50:00,3602.31,19.21,3600.0,195.59,-2.31,2,3,2,50,210,SSW
2018-02-03 03:00:00,3602.34,17.88,3600.0,194.9,-2.34,2,3,3,0,180,S
2018-02-03 03:10:00,3602.36,19.33,3600.0,196.6,-2.36,2,3,3,10,210,SSW
2018-02-03 03:20:00,3602.32,19.01,3600.0,196.75,-2.32,2,3,3,20,210,SSW
2018-02-03 03:30:00,3602.64,19.14,3600.0,197.27,-2.64,2,3,3,30,210,SSW
2018-02-03 03:40:00,3602.8,19.34,3600.0,194.06,-2.8,2,3,3,40,180,S
2018-02-03 03:50:00,3602.88,19.47,3600.0,194.24,-2.88,2,3,3,50,180,S
2018-02-03 04:00:00,3602.88,19.73,3600.0,196.41,-2.88,2,3,4,0,210,SSW
2018-02-03 04:10:00,3602.78,19.2,3600.0,196.1,-2.78,2,3,4,10,210,SSW
2018-02-03 04:20:00,3602.79,19.22,3600.0,193.55,-2.79,2,3,4,20,180,S
2018-02-03 04:30:00,3603.04,19.72,3600.0,192.42,-3.04,2,3,4,30,180,S
2018-02-03 04:40:00,3603.06,19.8,3600.0,191.79,-3.06,2,3,4,40,180,S
2018-02-03 04:50:00,3602.62,19.89,3600.0,190.07,-2.62,2,3,4,50,180,S
2018-02-03 05:00:00,3602.69,19.7,3600.0,188.68,-2.69,2,3,5,0,180,S
2018-02-03 05:10:00,3602.71,19.4,3600.0,185.97,-2.71,2,3,5,10,180,S
2018-02-03 05:20:00,3602.39,19.5,3600.0,187.28,-2.39,2,3,5,20,180,S
2018-02-03 05:30:00,3602.27,19.76,3600.0,190.83,-2.27,2,3,5,30,180,S
2018-02-03 05:40:00,3602.56,20.49,3600.0,191.22,-2.56,2,3,5,40,180,S
2018-02-03 05:50:00,3602.53,20.55,3600.0,188.74,-2.53,2,3,5,50,180,S
2018-02-03 06:00:00,3602.6,20.54,3600.0,188.54,-2.6,2,3,6,0,180,S
2018-02-03 06:10:00,3602.46,19.16,3600.0,184.52,-2.46,2,3,6,10,180,S
2018-02-03 06:20:00,3602.5,19.07,3600.0,188.28,-2.5,2,3,6,20,180,S
2018-02-03 06:30:00,3602.14,18.79,3600.0,188.95,-2.14,2,3,6,30,180,S
2018-02-03 06:40:00,3602.07,18.56,3600.0,187.08,-2.07,2,3,6,40,180,S
2018-02-03 06:50:00,3602.42,17.35,3600.0,187.38,-2.42,2,3,6,50,180,S
2018-02-03 07:00:00,3602.7,17.62,3600.0,185.91,-2.7,2,3,7,0,180,S
2018-02-03 07:10:00,3602.59,18.61,3600.0,187.21,-2.59,2,3,7,10,180,S
2018-02-03 07:20:00,3603.01,18.23,3600.0,187.26,-3.01,2,3,7,20,180,S
2018-02-03 07:30:00,3602.83,17.64,3600.0,185.33,-2.83,2,3,7,30,180,S
2018-02-03 07:40:00,3602.44,18.76,3600.0,189.31,-2.44,2,3,7,40,180,S
2018-02-03 07:50:00,3602.49,18.6,3600.0,187.17,-2.49,2,3,7,50,180,S
2018-02-03 08:00:00,3602.13,18.7,3600.0,185.14,-2.13,2,3,8,0,180,S
2018-02-03 08:10:00,3602.02,19.56,3600.0,183.13,-2.02,2,3,8,10,180,S
2018-02-03 08:20:00,3602.22,19.82,3600.0,182.21,-2.22,2,3,8,20,180,S
2018-02-03 08:30:00,3601.8,20.44,3600.0,179.99,-1.8,2,3,8,30,180,S
2018-02-03 08:40:00,3602.35,20.91,3600.0,182.65,-2.35,2,3,8,40,180,S
2018-02-03 08:50:00,3602.21,18.95,3600.0,179.82,-2.21,2,3,8,50,180,S
2018-02-03 09:00:00,3602.39,19.72,3600.0,180.77,-2.39,2,3,9,0,180,S
2018-02-03 09:10:00,3602.25,17.98,3600.0,177.41,-2.25,2,3,9,10,180,S
2018-02-03 09:20:00,3602.12,19.34,3600.0,179.55,-2.12,2,3,9,20,180,S
2018-02-03 09:30:00,3602.17,20.14,3600.0,179.84,-2.17,2,3,9,30,180,S
2018-02-03 09:40:00,3602.23,20.07,3600.0,176.88,-2.23,2,3,9,40,180,S
2018-02-03 09:50:00,3602.0,18.44,3600.0,178.09,-2.0,2,3,9,50,180,S
2018-02-03 10:00:00,3602.69,18.5,3600.0,180.79,-2.69,2,3,10,0,180,S
2018-02-03 10:10:00,3602.39,15.19,3600.0,176.62,-2.39,2,3,10,10,180,S
2018-02-03 10:20:00,3600.58,15.04,3600.0,180.35,-0.58,2,3,10,20,180,S
2018-02-03 10:30:00,3602.56,16.55,3600.0,179.71,-2.56,2,3,10,30,180,S
2018-02-03 10:40:00,3602.54,16.97,3600.0,184.6,-2.54,2,3,10,40,180,S
2018-02-03 10:50:00,3602.92,17.17,3600.0,181.67,-2.92,2,3,10,50,180,S
2018-02-03 11:00:00,3603.02,16.85,3600.0,185.21,-3.02,2,3,11,0,180,S
2018-02-03 11:10:00,3602.83,15.44,3600.0,187.48,-2.83,2,3,11,10,180,S
2018-02-03 11:20:00,3602.45,15.54,3600.0,193.03,-2.45,2,3,11,20,180,S
2018-02-03 11:30:00,3602.76,17.72,3600.0,198.04,-2.76,2,3,11,30,210,SSW
2018-02-03 11:40:00,3602.77,17.5,3600.0,201.5,-2.77,2,3,11,40,210,SSW
2018-02-03 11:50:00,3602.43,17.82,3600.0,201.77,-2.43,2,3,11,50,210,SSW
2018-02-03 12:00:00,3602.74,17.54,3600.0,198.62,-2.74,2,3,12,0,210,SSW
2018-02-03 12:10:00,3602.09,17.32,3600.0,204.81,-2.09,2,3,12,10,210,SSW
2018-02-03 12:20:00,3602.48,20.63,3600.0,202.42,-2.48,2,3,12,20,210,SSW
2018-02-03 12:30:00,3602.54,20.23,3600.0,197.1,-2.54,2,3,12,30,210,SSW
2018-02-03 12:40:00,3602.16,18.97,3600.0,198.05,-2.16,2,3,12,40,210,SSW
2018-02-03 12:50:00,3601.74,18.18,3600.0,198.77,-1.74,2,3,12,50,210,SSW
2018-02-03 13:00:00,3601.86,18.57,3600.0,195.11,-1.86,2,3,13,0,210,SSW
2018-02-03 13:10:00,3601.96,18.07,3600.0,191.35,-1.96,2,3,13,10,180,S
2018-02-03 13:20:00,3602.13,17.71,3600.0,192.25,-2.13,2,3,13,20,180,S
2018-02-03 13:30:00,3602.16,16.44,3600.0,193.68,-2.16,2,3,13,30,180,S
2018-02-03 13:40:00,3600.39,14.29,3600.0,193.15,-0.39,2,3,13,40,180,S
2018-02-03 13:50:00,3602.15,14.96,3600.0,192.94,-2.15,2,3,13,50,180,S
2018-02-03 14:00:00,3602.27,17.96,3600.0,196.8,-2.27,2,3,14,0,210,SSW
2018-02-03 14:10:00,3601.67,19.51,3600.0,197.05,-1.67,2,3,14,10,210,SSW
2018-02-03 14:20:00,3602.14,18.3,3600.0,196.38,-2.14,2,3,14,20,210,SSW
2018-02-03 14:30:00,3602.47,18.23,3600.0,195.9,-2.47,2,3,14,30,210,SSW
2018-02-03 14:40:00,3602.37,19.21,3600.0,199.53,-2.37,2,3,14,40,210,SSW
2018-02-03 14:50:00,3602.42,18.84,3600.0,199.01,-2.42,2,3,14,50,210,SSW
2018-02-03 15:00:00,3602.58,19.01,3600.0,201.71,-2.58,2,3,15,0,210,SSW
2018-02-03 15:10:00,3602.75,19.37,3600.0,199.43,-2.75,2,3,15,10,210,SSW
2018-02-03 15:20:00,3602.3,19.79,3600.0,200.06,-2.3,2,3,15,20,210,SSW
2018-02-03 15:30:00,3602.5,17.65,3600.0,196.69,-2.5,2,3,15,30,210,SSW
2018-02-03 15:40:00,3602.1,18.25,3600.0,201.03,-2.1,2,3,15,40,210,SSW
2018-02-03 15:50:00,3602.53,19.57,3600.0,201.34,-2.53,2,3,15,50,210,SSW
2018-02-03 16:00:00,3602.35,18.05,3600.0,195.52,-2.35,2,3,16,0,210,SSW
2018-02-03 16:10:00,3602.03,17.93,3600.0,195.49,-2.03,2,3,16,10,210,SSW
2018-02-03 16:20:00,3602.27,18.5,3600.0,194.62,-2.27,2,3,16,20,180,S
2018-02-03 16:30:00,3602.01,19.92,3600.0,195.44,-2.01,2,3,16,30,210,SSW
2018-02-03 16:40:00,3602.58,19.93,3600.0,198.44,-2.58,2,3,16,40,210,SSW
2018-02-03 16:50:00,3602.72,20.16,3600.0,200.68,-2.72,2,3,16,50,210,SSW
2018-02-03 17:00:00,3602.24,20.2,3600.0,199.46,-2.24,2,3,17,0,210,SSW
2018-02-03 17:10:00,3601.81,20.34,3600.0,197.18,-1.81,2,3,17,10,210,SSW
2018-02-03 17:20:00,3602.44,18.53,3600.0,196.74,-2.44,2,3,17,20,210,SSW
2018-02-03 17:30:00,3602.18,20.94,3600.0,197.97,-2.18,2,3,17,30,210,SSW
2018-02-03 17:40:00,3602.2,19.77,3600.0,192.35,-2.2,2,3,17,40,180,S
2018-02-03 17:50:00,3602.53,19.36,3600.0,192.55,-2.53,2,3,17,50,180,S
2018-02-03 18:00:00,3602.44,18.61,3600.0,188.85,-2.44,2,3,18,0,180,S
2018-02-03 18:10:00,3602.51,18.85,3600.0,187.4,-2.51,2,3,18,10,180,S
2018-02-03 18:20:00,3602.28,18.38,3600.0,187.83,-2.28,2,3,18,20,180,S
2018-02-03 18:30:00,3601.41,17.45,3600.0,193.71,-1.41,2,3,18,30,180,S
2018-02-03 18:40:00,3601.64,21.95,3600.0,198.88,-1.64,2,3,18,40,210,SSW
2018-02-03 18:50:00,3601.86,22.95,3600.0,198.09,-1.86,2,3,18,50,210,SSW
2018-02-03 19:00:00,3602.19,21.6,3600.0,198.28,-2.19,2,3,19,0,210,SSW
2018-02-03 19:10:00,3602.14,21.19,3600.0,199.26,-2.14,2,3,19,10,210,SSW
2018-02-03 19:20:00,3601.3,20.12,3600.0,198.38,-1.3,2,3,19,20,210,SSW
2018-02-03 19:30:00,3601.61,19.39,3600.0,195.21,-1.61,2,3,19,30,210,SSW
2018-02-03 19:40:00,3601.48,20.97,3600.0,197.56,-1.48,2,3,19,40,210,SSW
2018-02-03 19:50:00,3601.46,20.21,3600.0,200.77,-1.46,2,3,19,50,210,SSW
2018-02-03 20:00:00,3601.81,21.7,3600.0,200.29,-1.81,2,3,20,0,210,SSW
2018-02-03 20:10:00,3601.74,22.51,3600.0,197.88,-1.74,2,3,20,10,210,SSW
2018-02-03 20:20:00,3601.91,22.91,3600.0,199.06,-1.91,2,3,20,20,210,SSW
2018-02-03 20:30:00,3602.41,21.09,3600.0,197.35,-2.41,2,3,20,30,210,SSW
2018-02-03 20:40:00,3602.08,20.72,3600.0,196.19,-2.08,2,3,20,40,210,SSW
2018-02-03 20:50:00,3601.8,21.1,3600.0,197.83,-1.8,2,3,20,50,210,SSW
2018-02-03 21:00:00,3602.05,21.88,3600.0,197.76,-2.05,2,3,21,0,210,SSW
2018-02-03 21:10:00,3601.68,22.55,3600.0,199.46,-1.68,2,3,21,10,210,SSW
2018-02-03 21:20:00,3601.09,22.82,3600.0,201.78,-1.09,2,3,21,20,210,SSW
2018-02-03 21:30:00,3601.95,20.62,3600.0,200.67,-1.95,2,3,21,30,210,SSW
2018-02-03 21:40:00,3602.32,20.42,3600.0,195.81,-2.32,2,3,21,40,210,SSW
2018-02-03 21:50:00,3602.39,22.92,3600.0,199.76,-2.39,2,3,21,50,210,SSW
2018-02-03 22:00:00,3602.66,21.82,3600.0,192.3,-2.66,2,3,22,0,180,S
2018-02-03 22:10:00,3602.25,22.98,3600.0,192.28,-2.25,2,3,22,10,180,S
2018-02-03 22:20:00,3602.06,23.19,3600.0,191.88,-2.06,2,3,22,20,180,S
2018-02-03 22:30:00,3602.12,22.94,3600.0,191.31,-2.12,2,3,22,30,180,S
2018-02-03 22:40:00,3602.02,24.59,3600.0,192.73,-2.02,2,3,22,40,180,S
2018-02-03 22:50:00,3601.62,23.61,3600.0,192.38,-1.62,2,3,22,50,180,S
2018-02-03 23:00:00,3601.61,24.04,3600.0,193.15,-1.61,2,3,23,0,180,S
2018-02-03 23:10:00,3602.09,23.9,3600.0,198.02,-2.09,2,3,23,10,210,SSW
